Year,Month,Julian_day,Mean
1997,11,54010,0.323599058
1997,12,54040.5,0.560844377
1998,1,54071.5,0.942693677
1998,2,54101,1.091049649
1998,3,54130.5,0.179323913
1998,4,54161,0.623659452
1998,5,54191.5,0.495471493
1998,6,54222,1.364953305
1998,7,54252.5,0.984843084
1998,8,54283.5,1.226503095
1998,9,54314,-0.274528512
1998,10,54344.5,-0.20486976
1998,11,54375,-0.611048308
1998,12,54405.5,-0.780941831
1999,1,54436.5,0.3785818
1999,2,54466,-0.564860957
1999,3,54495.5,0.402604272
1999,4,54526,0.325312378
1999,5,54556.5,1.432693006
1999,6,54587,1.469935195
1999,7,54617.5,0.549035246
1999,8,54648.5,1.418631558
1999,9,54679,1.44033283
1999,10,54709.5,1.192189745
1999,11,54740,0.348613237
1999,12,54770.5,0.332761245
2000,1,54801.5,-0.380263594
2000,2,54831.5,0.383009716
2000,3,54861.5,0.494626074
2000,4,54892,0.947183219
2000,5,54922.5,2.181677307
2000,6,54953,1.92596866
2000,7,54983.5,0.497501885
2000,8,55014.5,0.931577328
2000,9,55045,0.427437836
2000,10,55075.5,0.405375941
2000,11,55106,1.245173665
2000,12,55136.5,1.665609022
2001,1,55167.5,1.395106101
2001,2,55197,0.811137112
2001,3,55226.5,2.039333361
2001,4,55257,0.52572266
2001,5,55287.5,1.255011735
2001,6,55318,0.796192419
2001,7,55348.5,0.654413523
2001,8,55379.5,1.392141146
2001,9,55410,-0.326899981
2001,10,55440.5,1.975383069
2001,11,55471,0.556724011
2001,12,55501.5,-0.658224677
2002,1,55532.5,-0.223461526
2002,2,55562,1.036713592
2002,3,55591.5,1.570266455
2002,4,55622,0.745208069
2002,5,55652.5,0.948797071
2002,6,55683,1.740551242
2002,7,55713.5,0.737572135
2002,8,55744.5,0.103482866
2002,9,55775,-0.173589446
2002,10,55805.5,0.294908622
2002,11,55836,1.19508447
2002,12,55866.5,0.868709264
2003,1,55897.5,0.660039039
2003,2,55927,-0.9652073
2003,3,55956.5,0.299150184
2003,4,55987,0.361806202
2003,5,56017.5,2.036484992
2003,6,56048,3.526121776
2003,7,56078.5,2.796890257
2003,8,56109.5,3.177887522
2003,9,56140,0.624991832
2003,10,56170.5,0.312741137
2003,11,56201,0.904274192
2003,12,56231.5,0.5408023
2004,1,56262.5,0.15133297
2004,2,56292.5,0.194598916
2004,3,56322.5,0.179652945
2004,4,56353,0.351790196
2004,5,56383.5,-0.38994291
2004,6,56414,0.651637914
2004,7,56444.5,0.809053823
2004,8,56475.5,0.919580713
2004,9,56506,0.692768069
2004,10,56536.5,1.602260377
2004,11,56567,0.956532335
2004,12,56597.5,1.244711513
2005,1,56628.5,-0.103109372
2005,2,56658,-0.989611345
2005,3,56687.5,-0.165469613
2005,4,56718,0.133268681
2005,5,56748.5,1.31515046
2005,6,56779,1.421290984
2005,7,56809.5,1.232416966
2005,8,56840.5,-0.028194599
2005,9,56871,0.465839515
2005,10,56901.5,0.632741155
2005,11,56932,0.856480506
2005,12,56962.5,-0.069749247
2006,1,56993.5,-0.336542646
2006,2,57023,-0.214959247
2006,3,57052.5,0.064706803
2006,4,57083,1.181359532
2006,5,57113.5,1.454243451
2006,6,57144,1.159105274
2006,7,57174.5,2.375887247
2006,8,57205.5,0.329808929
2006,9,57236,0.559428214
2006,10,57266.5,1.319349713
2006,11,57297,0.985941201
2006,12,57327.5,1.352151573
2007,1,57358.5,1.78914067
2007,2,57388,1.50341651
2007,3,57417.5,1.149618
2007,4,57448,1.774554437
2007,5,57478.5,1.912135605
2007,6,57509,1.495116324
2007,7,57539.5,1.062402601
2007,8,57570.5,0.727412837
2007,9,57601,-0.184641178
2007,10,57631.5,-0.015950945
2007,11,57662,-0.472309468
2007,12,57692.5,-0.220718843
2008,1,57723.5,0.798508913
2008,2,57753.5,0.587867843
2008,3,57783.5,0.695388078
2008,4,57814,0.778375945
2008,5,57844.5,1.173448549
2008,6,57875,1.247761025
2008,7,57905.5,1.374267149
2008,8,57936.5,1.218155548
2008,9,57967,0.423291479
2008,10,57997.5,0.357949623
2008,11,58028,0.59119736
2008,12,58058.5,0.318467834
2009,1,58089.5,0.355243885
2009,2,58119,-0.218166616
2009,3,58148.5,0.128132675
2009,4,58179,0.640605377
2009,5,58209.5,1.838510283
2009,6,58240,1.385885488
2009,7,58270.5,1.448340844
2009,8,58301.5,1.852552172
2009,9,58332,1.082580951
2009,10,58362.5,0.102427357
2009,11,58393,0.476723421
2009,12,58423.5,0.656041488
2010,1,58454.5,0.145488954
2010,2,58484,0.277203582
2010,3,58513.5,0.392707553
2010,4,58544,1.039047106
2010,5,58574.5,0.772579884
2010,6,58605,0.658513105
2010,7,58635.5,1.552198594
2010,8,58666.5,0.563473581
2010,9,58697,-0.108760464
2010,10,58727.5,-0.173919605
2010,11,58758,0.582950303
2010,12,58788.5,0.222629337
2011,1,58819.5,0.453466794
2011,2,58849,0.293473069
2011,3,58878.5,0.447681719
2011,4,58909,1.498829523
2011,5,58939.5,1.118469691
2011,6,58970,1.342173424
2011,7,59000.5,0.931843312
2011,8,59031.5,1.32109209
2011,9,59062,2.078105579
2011,10,59092.5,0.557574779
2011,11,59123,1.097030099
2011,12,59153.5,1.388470243
2012,1,59184.5,0.533787495
2012,2,59214.5,-1.015942391
2012,3,59244.5,1.203271675
2012,4,59275,0.922667332
2012,5,59305.5,0.920368195
2012,6,59336,2.434744805
2012,7,59366.5,2.394145245
2012,8,59397.5,2.555355178
2012,9,59428,1.099135995
2012,10,59458.5,1.712367538
2012,11,59489,1.796920226
2012,12,59519.5,0.396908151
2013,1,59550.5,0.579536783
2013,2,59580,-0.179149863
2013,3,59609.5,0.352708889
2013,4,59640,1.228993888
2013,5,59670.5,0.8284875
2013,6,59701,0.287647485
2013,7,59731.5,1.256886219
2013,8,59762.5,1.551105907
2013,9,59793,0.875117676
2013,10,59823.5,1.797277684
2013,11,59854,1.101846341
2013,12,59884.5,0.769663749
2014,1,59915.5,1.615952482
2014,2,59945,1.532102637
2014,3,59974.5,0.880497013
2014,4,60005,1.196164672
2014,5,60035.5,0.557615352
2014,6,60066,1.267199688
2014,7,60096.5,0.317934672
2014,8,60127.5,0.722220858
2014,9,60158,1.196010376
2014,10,60188.5,2.01819406
2014,11,60219,2.263390424
2014,12,60249.5,1.599171393
2015,1,60280.5,1.054552752
2015,2,60310,0.109622101
2015,3,60339.5,0.594871668
2015,4,60370,1.024970422
2015,5,60400.5,1.843382735
2015,6,60431,1.882221037
2015,7,60461.5,2.940821262
2015,8,60492.5,2.141092069
2015,9,60523,1.507433129
2015,10,60553.5,0.910871061
2015,11,60584,1.457286838
2015,12,60614.5,1.474601312
2016,1,60645.5,1.647600947
2016,2,60675.5,1.950081686
2016,3,60705.5,0.94713621
2016,4,60736,1.933026589
2016,5,60766.5,0.675733302
2016,6,60797,1.288933122
2016,7,60827.5,1.340710379
2016,8,60858.5,0.715616775
2016,9,60889,1.127100361
2016,10,60919.5,1.183407335
2016,11,60950,1.256758033
2016,12,60980.5,1.359026845
2017,1,61011.5,-0.221643576
2017,2,61041,1.120137133
2017,3,61070.5,1.691847363
2017,4,61101,1.424575111
2017,5,61131.5,1.668065031
2017,6,61162,3.04175134
2017,7,61192.5,2.000994546
2017,8,61223.5,2.177758815
2017,9,61254,0.173669007
2017,10,61284.5,0.550347436
2017,11,61315,0.187054285
2017,12,61345.5,-0.036074612
2018,1,61376.5,1.229550513
2018,2,61406,0.003323567
2018,3,61435.5,0.552694666
2018,4,61466,2.092241459
2018,5,61496.5,1.835810507
2018,6,61527,2.002413288
2018,7,61557.5,1.941079149
2018,8,61588.5,2.138167597
2018,9,61619,2.029122565
2018,10,61649.5,1.342831813
2018,11,61680,1.410671893
2018,12,61710.5,0.764883205
2019,1,61741.5,-0.088819242
2019,2,61771,0.687666071
2019,3,61800.5,1.351558065
2019,4,61831,0.948621803
2019,5,61861.5,-0.588434097
2019,6,61892,2.077305457
2019,7,61922.5,2.322228493
2019,8,61953.5,2.178377443
2019,9,61984,1.610370049
2019,10,62014.5,1.749244245
2019,11,62045,1.363477247
2019,12,62075.5,1.605909838
2020,1,62106.5,1.125140616
2020,2,62136.5,1.637574585
2020,3,62166.5,1.016023546
2020,4,62197,1.373532744
2020,5,62227.5,1.705154213
2020,6,62258,1.115789654
2020,7,62288.5,1.460858828
2020,8,62319.5,2.203848239
2020,9,62350,1.702668355
2020,10,62380.5,0.283612743
2020,11,62411,1.283894518
2020,12,62441.5,1.211536987
2021,1,62472.5,0.984464349
2021,2,62502,1.578987864
2021,3,62531.5,0.782303818
2021,4,62562,0.633120546
2021,5,62592.5,1.234382813
2021,6,62623,2.773382454
2021,7,62653.5,2.047638323
2021,8,62684.5,2.028692071
2021,9,62715,1.788903531
2021,10,62745.5,0.561049793
2021,11,62776,1.198089985
2021,12,62806.5,0.427257591
